id,date,user,department,software,seats,amount
7988,2023-01-13 07:38:39 +0530,Dr. V.M. Koothrappali,Marketting,Sentry,1,5.0
7989,2022-08-27 15:35:54 +0530,Leonard Hofstadter,Tech,Teams,1,5.0
7990,2023-01-25 08:08:31 +0530,Emily Sweeney,HR,Outplay,2,24.0
7991,2023-04-30 08:25:48 +0530,Sheldon Cooper,Tech,Height,2,6.0
7992,2022-11-02 00:20:01 +0530,Priya Koothrappali,Sales,Appolo,5,85.0
7993,2023-03-18 23:31:08 +0530,Rostenkowski,Tech,Zapier,3,12.0
7994,2023-03-14 11:03:53 +0530,Wil Wheaton,Marketting,Sentry,3,15.0
7995,2022-06-06 14:33:55 +0530,Denise,HR,Appolo,4,68.0
7996,2022-12-08 12:27:38 +0530,Amy Farrah Fowler,Tech,Fullstory,4,44.0
7997,2022-11-07 02:12:54 +0530,Leonard Hofstadter,Tech,Github,1,4.0
7998,2023-02-01 11:42:54 +0530,Amy Farrah Fowler,Tech,Discord,1,1.0
7999,2023-02-01 18:22:11 +0530,Rostenkowski,Tech,Github,3,12.0
8000,2022-06-27 05:57:36 +0530,Dr. Beverly Hofstadter,Sales,Teams,3,15.0
8001,2022-12-14 03:44:46 +0530,Bert Kibbler,Customer Success,Notion,5,35.0
8002,2022-06-14 07:03:31 +0530,Leonard Hofstadter,Tech,Zapier,4,16.0
8003,2022-09-22 03:23:24 +0530,Barry Kripke,Customer Success,Apple,4,80.0
8004,2022-12-28 08:19:19 +0530,Leonard Hofstadter,Tech,Appolo,5,85.0
8005,2023-03-19 06:54:07 +0530,Denise,HR,Apple,4,80.0
8006,2022-05-21 01:35:46 +0530,Wil Wheaton,Marketting,Fullstory,3,33.0
8007,2023-01-28 22:31:35 +0530,Rostenkowski,Tech,Teams,4,20.0
8008,2022-08-05 17:18:06 +0530,Priya Koothrappali,Sales,Teams,5,25.0
8009,2023-03-28 13:27:58 +0530,Leonard Hofstadter,Tech,Slack,4,40.0
8010,2022-08-12 00:11:13 +0530,Leslie Winkle,Tech,Github,4,16.0
8011,2023-01-09 22:47:26 +0530,Leonard Hofstadter,Tech,Teams,4,20.0
8012,2022-08-27 09:15:41 +0530,Denise,HR,Sentry,2,10.0
8013,2022-11-05 20:04:00 +0530,Dr. V.M. Koothrappali,Marketting,Slack,1,10.0
8014,2022-05-31 16:26:30 +0530,Rostenkowski,Tech,Circleci,4,36.0
8015,2022-10-08 23:17:29 +0530,Bert Kibbler,Customer Success,Google,2,4.0
8016,2022-09-25 02:49:30 +0530,Leonard Hofstadter,Tech,Figma,1,14.0
8017,2022-10-09 12:55:06 +0530,Amy Farrah Fowler,Tech,Github,4,16.0
8018,2023-02-12 18:47:11 +0530,Rostenkowski,Tech,Google,5,10.0
8019,2023-02-17 03:02:14 +0530,Wil Wheaton,Marketting,Teams,5,25.0
8020,2023-04-10 19:08:13 +0530,Wil Wheaton,Marketting,Sentry,2,10.0
8021,2022-09-15 14:11:03 +0530,Priya Koothrappali,Sales,Circleci,2,18.0
8022,2022-11-23 21:30:35 +0530,Leonard Hofstadter,Tech,Slack,1,10.0
8023,2023-02-19 05:56:00 +0530,Sheldon Cooper,Tech,Appolo,2,34.0
8024,2023-01-27 23:26:54 +0530,Wil Wheaton,Marketting,Slack,1,10.0
8025,2022-08-24 14:34:58 +0530,Denise,HR,Appolo,4,68.0
8026,2022-10-22 21:52:21 +0530,Amy Farrah Fowler,Tech,Github,4,16.0
8027,2022-07-17 12:54:05 +0530,Leonard Hofstadter,Tech,Appolo,4,68.0
8028,2022-11-09 04:59:13 +0530,Denise,HR,Slack,4,40.0
8029,2022-12-14 00:25:40 +0530,Sheldon Cooper,Tech,Notion,1,7.0
8030,2022-12-13 06:53:40 +0530,Sheldon Cooper,Tech,Fullstory,4,44.0
8031,2022-07-25 00:16:53 +0530,Denise,HR,Figma,4,56.0
8032,2023-01-28 17:20:01 +0530,Sheldon Cooper,Tech,Google,3,6.0
8033,2022-12-31 10:21:51 +0530,Sheldon Cooper,Tech,Google,4,8.0
8034,2022-06-24 16:40:55 +0530,Priya Koothrappali,Sales,Height,5,15.0
8035,2022-09-27 19:29:58 +0530,Dr. Beverly Hofstadter,Sales,Zoho Crm,3,54.0
8036,2023-03-24 00:51:05 +0530,Leonard Hofstadter,Tech,Zoho Crm,5,90.0
8037,2022-10-19 01:05:48 +0530,Denise,HR,Height,5,15.0
8038,2023-01-01 20:09:20 +0530,Priya Koothrappali,Sales,Height,4,12.0
8039,2022-09-02 17:45:32 +0530,Emily Sweeney,HR,Appolo,1,17.0
8040,2022-08-01 00:45:44 +0530,Rostenkowski,Tech,Google,3,6.0
8041,2022-07-22 21:04:40 +0530,Dr. Beverly Hofstadter,Sales,Sentry,1,5.0
8042,2022-10-17 11:33:14 +0530,Dr. Beverly Hofstadter,Sales,Height,1,3.0
8043,2022-12-16 00:06:57 +0530,Amy Farrah Fowler,Tech,Notion,3,21.0
8044,2022-11-11 12:01:52 +0530,Emily Sweeney,HR,Sentry,3,15.0
8045,2022-05-25 00:11:50 +0530,Denise,HR,Slack,1,10.0
8046,2023-02-22 20:52:54 +0530,Bert Kibbler,Customer Success,Outplay,2,24.0
8047,2022-09-03 03:55:57 +0530,Leslie Winkle,Tech,Zoho Crm,1,18.0
8048,2022-05-15 22:41:46 +0530,Bert Kibbler,Customer Success,Google,3,6.0
8049,2023-03-02 02:59:17 +0530,Emily Sweeney,HR,Zapier,2,8.0
8050,2023-03-24 02:09:50 +0530,Bert Kibbler,Customer Success,Github,1,4.0
8051,2022-10-23 06:03:34 +0530,Dr. V.M. Koothrappali,Marketting,Teams,5,25.0
8052,2022-07-30 10:18:45 +0530,Sheldon Cooper,Tech,Sentry,1,5.0
8053,2023-01-09 18:15:01 +0530,Priya Koothrappali,Sales,Zapier,5,20.0
8054,2022-10-24 13:18:00 +0530,Leonard Hofstadter,Tech,Google,1,2.0
8055,2022-10-14 03:58:05 +0530,Leonard Hofstadter,Tech,Apple,1,20.0
8056,2022-08-04 09:13:43 +0530,Wil Wheaton,Marketting,Zoho Crm,4,72.0
8057,2022-10-31 20:52:46 +0530,Priya Koothrappali,Sales,Discord,2,2.0
8058,2023-02-07 07:00:19 +0530,Leslie Winkle,Tech,Height,2,6.0
8059,2023-01-23 17:44:19 +0530,Dr. Beverly Hofstadter,Sales,Circleci,3,27.0
8060,2023-02-27 19:26:43 +0530,Emily Sweeney,HR,Height,1,3.0
8061,2022-12-03 05:52:24 +0530,Dr. V.M. Koothrappali,Marketting,Fullstory,2,22.0
8062,2023-02-05 20:39:36 +0530,Leonard Hofstadter,Tech,Circleci,2,18.0
8063,2022-06-13 14:04:39 +0530,Leslie Winkle,Tech,Appolo,1,17.0
8064,2022-05-25 13:32:17 +0530,Leonard Hofstadter,Tech,Apple,2,40.0
8065,2022-08-02 02:59:14 +0530,Priya Koothrappali,Sales,Github,4,16.0
8066,2023-04-20 20:16:45 +0530,Rostenkowski,Tech,Github,1,4.0
8067,2023-05-05 03:57:13 +0530,Wil Wheaton,Marketting,Github,5,20.0
8068,2022-09-18 15:13:59 +0530,Leslie Winkle,Tech,Zapier,1,4.0
8069,2022-09-19 01:26:10 +0530,Dr. V.M. Koothrappali,Marketting,Fullstory,3,33.0
8070,2023-03-11 12:05:28 +0530,Denise,HR,Apple,5,100.0
8071,2022-06-11 02:48:12 +0530,Dr. Beverly Hofstadter,Sales,Github,1,4.0
8072,2022-07-23 16:43:52 +0530,Rostenkowski,Tech,Github,4,16.0
8073,2023-03-04 13:05:26 +0530,Sheldon Cooper,Tech,Zoho Crm,3,54.0
8074,2022-11-22 02:15:14 +0530,Leonard Hofstadter,Tech,Github,5,20.0
8075,2022-06-15 16:49:14 +0530,Barry Kripke,Customer Success,Zoho Crm,1,18.0
8076,2022-12-24 05:45:12 +0530,Sheldon Cooper,Tech,Notion,5,35.0
8077,2022-05-28 21:08:28 +0530,Leslie Winkle,Tech,Zapier,2,8.0
8078,2023-03-26 07:04:31 +0530,Emily Sweeney,HR,Google,4,8.0
8079,2023-03-07 23:08:49 +0530,Dr. V.M. Koothrappali,Marketting,Sentry,4,20.0
8080,2023-04-17 15:52:32 +0530,Leslie Winkle,Tech,Apple,5,100.0
8081,2022-10-19 19:24:25 +0530,Amy Farrah Fowler,Tech,Zoho Crm,5,90.0
8082,2022-11-05 15:03:31 +0530,Wil Wheaton,Marketting,Appolo,3,51.0
8083,2022-10-14 13:56:25 +0530,Rostenkowski,Tech,Fullstory,5,55.0
8084,2022-07-01 15:06:33 +0530,Wil Wheaton,Marketting,Sentry,3,15.0
8085,2023-03-13 12:44:07 +0530,Priya Koothrappali,Sales,Fullstory,5,55.0
8086,2022-06-20 12:31:37 +0530,Amy Farrah Fowler,Tech,Zapier,3,12.0
8087,2023-01-28 22:15:47 +0530,Priya Koothrappali,Sales,Notion,4,28.0
8088,2022-09-23 17:53:09 +0530,Dr. V.M. Koothrappali,Marketting,Github,5,20.0
8089,2022-05-28 10:13:01 +0530,Denise,HR,Height,4,12.0
8090,2023-01-09 10:10:15 +0530,Bert Kibbler,Customer Success,Outplay,5,60.0
8091,2022-10-28 07:20:52 +0530,Priya Koothrappali,Sales,Zoho Crm,2,36.0
8092,2023-03-22 05:11:28 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,4,36.0
8093,2022-07-26 18:50:26 +0530,Leonard Hofstadter,Tech,Apple,5,100.0
8094,2022-10-24 20:57:41 +0530,Denise,HR,Slack,5,50.0
8095,2022-08-30 21:43:18 +0530,Barry Kripke,Customer Success,Slack,1,10.0
8096,2022-09-30 09:55:58 +0530,Priya Koothrappali,Sales,Slack,1,10.0
8097,2023-02-03 15:18:13 +0530,Leonard Hofstadter,Tech,Notion,5,35.0
8098,2022-05-28 10:15:25 +0530,Sheldon Cooper,Tech,Notion,4,28.0
8099,2022-09-26 10:20:06 +0530,Leonard Hofstadter,Tech,Figma,4,56.0
8100,2022-06-30 05:07:32 +0530,Barry Kripke,Customer Success,Github,3,12.0
8101,2023-03-12 10:03:15 +0530,Leonard Hofstadter,Tech,Slack,1,10.0
8102,2023-03-22 01:46:33 +0530,Denise,HR,Zoho Crm,2,36.0
8103,2022-08-06 09:18:52 +0530,Dr. Beverly Hofstadter,Sales,Appolo,5,85.0
8104,2022-12-22 07:05:00 +0530,Denise,HR,Circleci,4,36.0
8105,2022-10-26 11:14:55 +0530,Leslie Winkle,Tech,Teams,1,5.0
8106,2022-09-25 15:56:17 +0530,Bert Kibbler,Customer Success,Sentry,2,10.0
8107,2023-01-06 02:33:52 +0530,Wil Wheaton,Marketting,Google,2,4.0
8108,2022-09-16 17:36:47 +0530,Rostenkowski,Tech,Height,5,15.0
8109,2022-11-26 05:12:22 +0530,Denise,HR,Circleci,4,36.0
8110,2022-12-04 05:00:19 +0530,Dr. Beverly Hofstadter,Sales,Figma,5,70.0
8111,2023-01-25 03:03:32 +0530,Wil Wheaton,Marketting,Discord,5,5.0
8112,2022-09-16 07:05:49 +0530,Wil Wheaton,Marketting,Outplay,5,60.0
8113,2022-09-06 01:42:14 +0530,Sheldon Cooper,Tech,Teams,5,25.0
8114,2022-10-23 19:32:35 +0530,Emily Sweeney,HR,Discord,5,5.0
8115,2022-09-26 00:55:56 +0530,Dr. V.M. Koothrappali,Marketting,Zoho Crm,2,36.0
8116,2023-05-10 00:15:03 +0530,Wil Wheaton,Marketting,Circleci,2,18.0
8117,2022-12-09 11:47:00 +0530,Denise,HR,Outplay,2,24.0
8118,2023-01-12 16:16:14 +0530,Priya Koothrappali,Sales,Fullstory,2,22.0
8119,2023-05-09 19:15:23 +0530,Leonard Hofstadter,Tech,Outplay,4,48.0
8120,2023-02-20 13:55:10 +0530,Leonard Hofstadter,Tech,Apple,1,20.0
8121,2023-03-30 19:52:24 +0530,Priya Koothrappali,Sales,Notion,5,35.0
8122,2022-11-18 03:22:40 +0530,Emily Sweeney,HR,Outplay,2,24.0
8123,2022-09-18 08:02:34 +0530,Amy Farrah Fowler,Tech,Outplay,4,48.0
8124,2022-11-09 00:21:47 +0530,Barry Kripke,Customer Success,Discord,2,2.0
8125,2022-06-21 16:21:00 +0530,Leslie Winkle,Tech,Github,5,20.0
8126,2023-01-15 14:05:41 +0530,Emily Sweeney,HR,Notion,3,21.0
8127,2022-07-01 22:51:10 +0530,Sheldon Cooper,Tech,Appolo,2,34.0
8128,2022-09-28 10:04:17 +0530,Barry Kripke,Customer Success,Fullstory,2,22.0
8129,2023-03-13 14:37:43 +0530,Sheldon Cooper,Tech,Discord,4,4.0
8130,2022-07-15 00:19:35 +0530,Denise,HR,Discord,4,4.0
8131,2022-08-26 03:25:47 +0530,Sheldon Cooper,Tech,Appolo,4,68.0
8132,2022-06-22 23:43:28 +0530,Wil Wheaton,Marketting,Sentry,2,10.0
8133,2022-09-14 18:59:49 +0530,Denise,HR,Sentry,5,25.0
8134,2023-02-19 10:40:25 +0530,Dr. V.M. Koothrappali,Marketting,Discord,1,1.0
8135,2023-01-15 03:27:14 +0530,Leonard Hofstadter,Tech,Notion,5,35.0
8136,2022-09-14 18:11:28 +0530,Barry Kripke,Customer Success,Notion,4,28.0
8137,2023-05-05 03:49:56 +0530,Dr. V.M. Koothrappali,Marketting,Zoho Crm,3,54.0
8138,2023-04-01 23:13:01 +0530,Priya Koothrappali,Sales,Github,4,16.0
8139,2022-12-02 03:48:10 +0530,Denise,HR,Figma,5,70.0
8140,2022-11-21 15:34:47 +0530,Leonard Hofstadter,Tech,Teams,3,15.0
8141,2023-04-11 18:11:15 +0530,Amy Farrah Fowler,Tech,Circleci,4,36.0
8142,2023-05-08 15:26:44 +0530,Sheldon Cooper,Tech,Sentry,5,25.0
8143,2022-09-14 05:42:08 +0530,Rostenkowski,Tech,Github,2,8.0
8144,2022-12-14 22:01:26 +0530,Leonard Hofstadter,Tech,Figma,5,70.0
8145,2022-05-25 23:02:21 +0530,Rostenkowski,Tech,Discord,4,4.0
8146,2022-08-28 19:44:48 +0530,Denise,HR,Slack,4,40.0
8147,2022-12-22 00:53:10 +0530,Dr. V.M. Koothrappali,Marketting,Figma,1,14.0
8148,2023-02-11 04:08:54 +0530,Dr. V.M. Koothrappali,Marketting,Teams,3,15.0
8149,2022-11-13 23:48:48 +0530,Rostenkowski,Tech,Github,1,4.0
8150,2022-06-24 12:21:32 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,4,36.0
8151,2022-08-23 17:30:31 +0530,Leslie Winkle,Tech,Apple,4,80.0
8152,2022-10-23 21:55:16 +0530,Leonard Hofstadter,Tech,Discord,1,1.0
8153,2023-01-31 20:11:02 +0530,Emily Sweeney,HR,Fullstory,1,11.0
8154,2022-10-14 02:13:34 +0530,Amy Farrah Fowler,Tech,Sentry,3,15.0
8155,2022-07-03 14:21:32 +0530,Leonard Hofstadter,Tech,Fullstory,1,11.0
8156,2022-12-29 09:38:46 +0530,Amy Farrah Fowler,Tech,Github,4,16.0
8157,2022-08-02 02:29:50 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,1,4.0
8158,2022-11-27 23:39:33 +0530,Denise,HR,Zapier,5,20.0
8159,2023-05-06 00:20:26 +0530,Leonard Hofstadter,Tech,Zoho Crm,2,36.0
8160,2023-05-03 19:18:07 +0530,Sheldon Cooper,Tech,Teams,1,5.0
8161,2023-03-31 06:12:20 +0530,Dr. V.M. Koothrappali,Marketting,Google,1,2.0
8162,2022-12-12 05:45:13 +0530,Leslie Winkle,Tech,Circleci,1,9.0
8163,2022-12-09 05:26:42 +0530,Leslie Winkle,Tech,Notion,2,14.0
8164,2022-08-30 13:09:36 +0530,Dr. V.M. Koothrappali,Marketting,Fullstory,5,55.0
8165,2022-10-19 05:35:50 +0530,Leonard Hofstadter,Tech,Outplay,5,60.0
8166,2022-10-11 08:07:31 +0530,Dr. V.M. Koothrappali,Marketting,Discord,5,5.0
8167,2023-02-26 14:13:49 +0530,Denise,HR,Notion,1,7.0
8168,2023-03-16 03:55:22 +0530,Barry Kripke,Customer Success,Github,1,4.0
8169,2022-08-28 21:01:58 +0530,Rostenkowski,Tech,Slack,1,10.0
8170,2022-08-05 05:52:23 +0530,Sheldon Cooper,Tech,Teams,5,25.0
8171,2022-12-06 01:48:27 +0530,Dr. Beverly Hofstadter,Sales,Slack,1,10.0
8172,2023-05-06 09:15:03 +0530,Barry Kripke,Customer Success,Google,1,2.0
8173,2023-02-15 20:04:28 +0530,Bert Kibbler,Customer Success,Zapier,5,20.0
8174,2022-12-07 03:01:24 +0530,Sheldon Cooper,Tech,Slack,1,10.0
8175,2022-11-10 11:10:26 +0530,Barry Kripke,Customer Success,Circleci,2,18.0
8176,2022-06-16 08:05:05 +0530,Barry Kripke,Customer Success,Height,3,9.0
8177,2023-02-09 20:39:42 +0530,Wil Wheaton,Marketting,Notion,1,7.0
8178,2022-06-05 03:07:16 +0530,Dr. Beverly Hofstadter,Sales,Google,1,2.0
8179,2022-10-07 20:44:49 +0530,Barry Kripke,Customer Success,Circleci,5,45.0
8180,2023-02-19 02:53:48 +0530,Sheldon Cooper,Tech,Zapier,2,8.0
8181,2022-07-16 03:27:38 +0530,Bert Kibbler,Customer Success,Sentry,1,5.0
8182,2022-08-27 22:30:14 +0530,Emily Sweeney,HR,Circleci,5,45.0
8183,2022-11-19 09:03:44 +0530,Dr. Beverly Hofstadter,Sales,Github,5,20.0
8184,2022-07-11 16:28:19 +0530,Sheldon Cooper,Tech,Zapier,3,12.0
8185,2022-09-21 14:19:24 +0530,Denise,HR,Zoho Crm,5,90.0
8186,2022-05-27 13:50:44 +0530,Leonard Hofstadter,Tech,Google,3,6.0
8187,2023-03-27 16:51:16 +0530,Rostenkowski,Tech,Zapier,2,8.0
8188,2023-01-31 21:38:50 +0530,Priya Koothrappali,Sales,Sentry,5,25.0
8189,2022-08-06 23:36:52 +0530,Dr. Beverly Hofstadter,Sales,Apple,1,20.0
8190,2023-03-06 13:12:50 +0530,Leslie Winkle,Tech,Zoho Crm,3,54.0
8191,2023-03-05 13:13:12 +0530,Barry Kripke,Customer Success,Height,1,3.0
8192,2023-02-27 03:08:03 +0530,Emily Sweeney,HR,Sentry,2,10.0
8193,2023-02-10 19:59:19 +0530,Denise,HR,Appolo,3,51.0
8194,2023-03-04 11:06:20 +0530,Denise,HR,Github,1,4.0
8195,2022-07-18 10:10:24 +0530,Emily Sweeney,HR,Circleci,3,27.0
8196,2023-02-19 01:00:31 +0530,Priya Koothrappali,Sales,Sentry,4,20.0
8197,2022-08-15 10:52:50 +0530,Dr. Beverly Hofstadter,Sales,Appolo,3,51.0
8198,2022-05-17 15:06:06 +0530,Rostenkowski,Tech,Notion,2,14.0
8199,2023-03-08 06:22:37 +0530,Barry Kripke,Customer Success,Slack,2,20.0
8200,2023-03-01 00:40:13 +0530,Sheldon Cooper,Tech,Figma,5,70.0
8201,2023-05-09 17:37:12 +0530,Leonard Hofstadter,Tech,Figma,4,56.0
8202,2023-02-10 12:33:58 +0530,Dr. Beverly Hofstadter,Sales,Appolo,3,51.0
8203,2022-06-18 19:57:21 +0530,Bert Kibbler,Customer Success,Zapier,5,20.0
8204,2023-01-11 13:45:52 +0530,Amy Farrah Fowler,Tech,Fullstory,1,11.0
8205,2023-03-21 05:37:36 +0530,Emily Sweeney,HR,Slack,2,20.0
8206,2022-09-10 13:56:54 +0530,Dr. V.M. Koothrappali,Marketting,Google,2,4.0
8207,2022-12-06 03:29:29 +0530,Wil Wheaton,Marketting,Circleci,3,27.0
8208,2023-04-28 09:47:43 +0530,Leslie Winkle,Tech,Zapier,4,16.0
8209,2022-07-02 14:13:39 +0530,Sheldon Cooper,Tech,Sentry,2,10.0
8210,2022-10-22 03:35:02 +0530,Amy Farrah Fowler,Tech,Discord,2,2.0
8211,2022-08-28 00:09:30 +0530,Wil Wheaton,Marketting,Notion,1,7.0
8212,2023-04-12 23:26:48 +0530,Amy Farrah Fowler,Tech,Circleci,4,36.0
8213,2023-02-16 03:48:51 +0530,Priya Koothrappali,Sales,Google,3,6.0
8214,2022-12-26 21:49:46 +0530,Dr. V.M. Koothrappali,Marketting,Slack,2,20.0
8215,2022-12-24 13:26:24 +0530,Dr. Beverly Hofstadter,Sales,Zoho Crm,4,72.0
8216,2022-05-14 02:48:30 +0530,Barry Kripke,Customer Success,Appolo,3,51.0
8217,2022-06-10 17:36:54 +0530,Barry Kripke,Customer Success,Github,2,8.0
8218,2022-10-16 07:05:26 +0530,Emily Sweeney,HR,Circleci,1,9.0
8219,2022-09-14 23:23:28 +0530,Dr. Beverly Hofstadter,Sales,Figma,2,28.0
8220,2022-12-15 12:15:20 +0530,Amy Farrah Fowler,Tech,Fullstory,4,44.0
8221,2022-07-02 13:04:59 +0530,Priya Koothrappali,Sales,Teams,5,25.0
8222,2023-03-31 13:52:43 +0530,Amy Farrah Fowler,Tech,Zapier,1,4.0
8223,2022-09-25 05:55:20 +0530,Sheldon Cooper,Tech,Apple,3,60.0
8224,2023-04-25 07:25:47 +0530,Amy Farrah Fowler,Tech,Google,3,6.0
8225,2022-06-10 00:05:09 +0530,Amy Farrah Fowler,Tech,Fullstory,3,33.0
8226,2023-03-21 00:21:40 +0530,Barry Kripke,Customer Success,Teams,2,10.0
8227,2022-11-01 05:11:49 +0530,Bert Kibbler,Customer Success,Notion,3,21.0
8228,2022-07-02 10:53:59 +0530,Dr. V.M. Koothrappali,Marketting,Fullstory,2,22.0
8229,2022-07-23 02:14:48 +0530,Dr. Beverly Hofstadter,Sales,Notion,3,21.0
8230,2022-06-05 11:38:21 +0530,Rostenkowski,Tech,Slack,1,10.0
8231,2022-06-30 08:22:40 +0530,Dr. V.M. Koothrappali,Marketting,Github,3,12.0
8232,2022-12-28 22:11:21 +0530,Emily Sweeney,HR,Slack,4,40.0
8233,2023-02-23 03:03:05 +0530,Rostenkowski,Tech,Google,4,8.0
8234,2022-10-05 18:57:04 +0530,Leslie Winkle,Tech,Sentry,5,25.0
8235,2023-03-06 01:58:18 +0530,Barry Kripke,Customer Success,Appolo,5,85.0
8236,2022-10-24 23:50:26 +0530,Dr. V.M. Koothrappali,Marketting,Height,2,6.0
8237,2022-08-07 18:11:14 +0530,Rostenkowski,Tech,Apple,3,60.0
8238,2023-02-10 09:20:31 +0530,Barry Kripke,Customer Success,Zapier,5,20.0
8239,2022-11-14 17:05:35 +0530,Wil Wheaton,Marketting,Zoho Crm,1,18.0
8240,2022-10-22 10:29:13 +0530,Dr. V.M. Koothrappali,Marketting,Fullstory,5,55.0
8241,2023-02-16 10:57:29 +0530,Amy Farrah Fowler,Tech,Appolo,1,17.0
8242,2022-08-14 15:19:30 +0530,Dr. V.M. Koothrappali,Marketting,Google,4,8.0
8243,2022-11-14 11:48:29 +0530,Emily Sweeney,HR,Zapier,3,12.0
8244,2023-05-08 23:00:04 +0530,Dr. Beverly Hofstadter,Sales,Teams,1,5.0
8245,2023-02-24 04:16:10 +0530,Denise,HR,Fullstory,2,22.0
8246,2022-10-16 07:38:19 +0530,Sheldon Cooper,Tech,Github,5,20.0
8247,2022-08-19 18:29:12 +0530,Leonard Hofstadter,Tech,Height,2,6.0
8248,2023-04-29 08:24:18 +0530,Rostenkowski,Tech,Apple,1,20.0
8249,2022-09-13 12:01:48 +0530,Amy Farrah Fowler,Tech,Outplay,5,60.0
8250,2022-09-14 22:38:54 +0530,Rostenkowski,Tech,Appolo,2,34.0
8251,2023-04-19 18:50:20 +0530,Leslie Winkle,Tech,Slack,2,20.0
8252,2023-02-18 06:42:31 +0530,Rostenkowski,Tech,Circleci,4,36.0
8253,2022-11-03 02:49:57 +0530,Dr. Beverly Hofstadter,Sales,Github,4,16.0
8254,2022-07-02 13:04:33 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,5,60.0
8255,2022-10-10 12:47:13 +0530,Priya Koothrappali,Sales,Fullstory,5,55.0
8256,2022-06-08 16:04:13 +0530,Leslie Winkle,Tech,Discord,2,2.0
8257,2022-07-09 07:40:18 +0530,Rostenkowski,Tech,Notion,5,35.0
8258,2022-12-13 09:42:06 +0530,Dr. V.M. Koothrappali,Marketting,Figma,4,56.0
8259,2022-10-20 22:43:04 +0530,Sheldon Cooper,Tech,Circleci,3,27.0
8260,2022-08-10 00:37:18 +0530,Denise,HR,Apple,3,60.0
8261,2022-08-21 10:13:27 +0530,Emily Sweeney,HR,Sentry,3,15.0
8262,2022-07-03 13:18:02 +0530,Dr. Beverly Hofstadter,Sales,Apple,5,100.0
8263,2022-08-19 23:31:17 +0530,Dr. V.M. Koothrappali,Marketting,Height,1,3.0
8264,2023-04-06 04:33:02 +0530,Leonard Hofstadter,Tech,Figma,5,70.0
8265,2023-04-25 15:15:10 +0530,Emily Sweeney,HR,Apple,2,40.0
8266,2023-04-14 10:05:19 +0530,Dr. V.M. Koothrappali,Marketting,Appolo,5,85.0
8267,2022-05-28 20:06:08 +0530,Barry Kripke,Customer Success,Google,3,6.0
8268,2023-02-10 04:42:31 +0530,Leonard Hofstadter,Tech,Github,5,20.0
8269,2022-07-10 00:52:18 +0530,Priya Koothrappali,Sales,Apple,4,80.0
8270,2022-05-25 17:16:49 +0530,Bert Kibbler,Customer Success,Slack,5,50.0
8271,2023-01-03 04:25:50 +0530,Rostenkowski,Tech,Teams,1,5.0
8272,2022-05-21 02:53:26 +0530,Sheldon Cooper,Tech,Outplay,5,60.0
8273,2023-05-03 14:09:34 +0530,Amy Farrah Fowler,Tech,Sentry,3,15.0
8274,2023-04-26 16:47:47 +0530,Barry Kripke,Customer Success,Google,3,6.0
8275,2022-12-02 21:59:28 +0530,Amy Farrah Fowler,Tech,Slack,5,50.0
8276,2022-08-22 22:59:10 +0530,Rostenkowski,Tech,Outplay,2,24.0
8277,2023-02-08 17:50:16 +0530,Bert Kibbler,Customer Success,Discord,5,5.0
8278,2022-08-13 06:14:00 +0530,Priya Koothrappali,Sales,Notion,5,35.0
8279,2022-12-12 13:19:47 +0530,Barry Kripke,Customer Success,Circleci,5,45.0
8280,2023-04-19 07:43:01 +0530,Rostenkowski,Tech,Zoho Crm,5,90.0
8281,2022-10-18 08:10:01 +0530,Emily Sweeney,HR,Fullstory,5,55.0
8282,2023-04-07 14:24:32 +0530,Emily Sweeney,HR,Circleci,2,18.0
8283,2023-04-13 09:16:56 +0530,Leonard Hofstadter,Tech,Height,5,15.0
8284,2022-09-14 19:01:32 +0530,Wil Wheaton,Marketting,Height,3,9.0
8285,2022-07-05 00:48:26 +0530,Barry Kripke,Customer Success,Teams,2,10.0
8286,2023-02-16 11:31:33 +0530,Denise,HR,Github,1,4.0
8287,2023-02-03 14:43:13 +0530,Amy Farrah Fowler,Tech,Figma,4,56.0
8288,2022-11-03 06:09:29 +0530,Rostenkowski,Tech,Height,3,9.0
8289,2023-01-21 01:26:31 +0530,Priya Koothrappali,Sales,Figma,4,56.0
8290,2022-05-24 01:23:55 +0530,Leonard Hofstadter,Tech,Zoho Crm,3,54.0
8291,2022-10-23 23:22:57 +0530,Bert Kibbler,Customer Success,Circleci,2,18.0
8292,2022-12-14 05:04:46 +0530,Denise,HR,Outplay,4,48.0
8293,2022-11-22 21:12:11 +0530,Sheldon Cooper,Tech,Figma,3,42.0
8294,2022-05-23 06:42:53 +0530,Barry Kripke,Customer Success,Discord,5,5.0
8295,2023-02-01 03:04:57 +0530,Wil Wheaton,Marketting,Outplay,2,24.0
8296,2022-07-11 02:41:07 +0530,Sheldon Cooper,Tech,Height,5,15.0
8297,2022-05-29 13:55:28 +0530,Priya Koothrappali,Sales,Apple,3,60.0
8298,2022-09-15 10:33:53 +0530,Amy Farrah Fowler,Tech,Discord,5,5.0
8299,2022-09-20 01:50:03 +0530,Leslie Winkle,Tech,Zoho Crm,1,18.0
8300,2023-04-04 00:31:12 +0530,Bert Kibbler,Customer Success,Fullstory,5,55.0
